actual_explainer_model_a,actual_explainer_model_b,arm_a,arm_b,athlete_band,explainer_model_a,explainer_model_b,explainer_temperature_a,explainer_temperature_b,explainer_verified_a,explainer_verified_b,feature_gaps,fixture_id,generation_condition_a,generation_condition_b,match_distance,match_rule,old_quality_score_a,old_quality_score_b,pair_id,plan_a_id,plan_b_id,plan_days,race_phase,readiness,recovery_capability,score_a,score_b,score_bin,score_bin_a,score_bin_b,score_gap,source_model_a,source_model_b,source_temperature_a,source_temperature_b,structural_score_a,structural_score_b,structural_score_gap,structural_score_version
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 14.0, ""mean_day_minutes"": 13.286, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 93.0}","ab_A3__r_high__rc_high__ph_peak","None","None","2.406","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0130","ab_A3__r_high__rc_high__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s000","ab_A3__r_high__rc_high__ph_peak__prog__exp_t000__s014","7","peak","high","high","100.0","100.0","100","100","100","0.0","google/gemma-3-4b-it","None","None","None","100.0","100.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 30.0, ""mean_day_minutes"": 25.429, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 178.0}","ab_A3__r_high__rc_high__ph_peak","None","None","4.669","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0131","ab_A3__r_high__rc_high__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s001","ab_A3__r_high__rc_high__ph_peak__prog__exp_t000__s017","7","peak","high","high","83.0","83.0","83","83","83","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","83.0","83.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 46.0, ""mean_day_minutes"": 28.571, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 200.0}","ab_A3__r_high__rc_high__ph_peak","None","None","5.491","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0132","ab_A3__r_high__rc_high__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s001","ab_A3__r_high__rc_high__ph_peak__prog__exp_t000__s010","7","peak","high","high","100.0","100.0","100","100","100","0.0","google/gemma-3-4b-it","None","None","None","100.0","100.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 17.0, ""mean_day_minutes"": 0.714, ""n_active_days"": 0.0, ""n_hard_days"": 1.0, ""n_long_runs"": 2.0, ""n_quality_days"": 1.0, ""n_rest_days"": 0.0, ""total_minutes"": 5.0}","ab_A3__r_high__rc_high__ph_peak","None","None","8.454","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0133","ab_A3__r_high__rc_high__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s000","ab_A3__r_high__rc_high__ph_peak__prog__exp_t000__s011","7","peak","high","high","95.0","94.0","95","95","94","1.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","95.0","94.0","1.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 30.0, ""mean_day_minutes"": 6.0, ""n_active_days"": 0.0, ""n_hard_days"": 1.0, ""n_long_runs"": 0.0, ""n_quality_days"": 1.0, ""n_rest_days"": 0.0, ""total_minutes"": 42.0}","ab_A3__r_high__rc_high__ph_peak","None","None","5.56","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0134","ab_A3__r_high__rc_high__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s003","ab_A3__r_high__rc_high__ph_peak__prog__exp_t000__s008","7","peak","high","high","100.0","100.0","100","100","100","0.0","google/gemma-3-4b-it","None","None","None","100.0","100.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 29.0, ""mean_day_minutes"": 19.857, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 139.0}","ab_A3__r_high__rc_high__ph_peak","None","None","3.757","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0135","ab_A3__r_high__rc_high__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s004","ab_A3__r_high__rc_high__ph_peak__prog__exp_t000__s018","7","peak","high","high","100.0","100.0","100","100","100","0.0","google/gemma-3-4b-it","None","None","None","100.0","100.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 4.0, ""mean_day_minutes"": 11.0, ""n_active_days"": 1.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 1.0, ""total_minutes"": 77.0}","ab_A3__r_high__rc_high__ph_peak","None","None","4.84","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0136","ab_A3__r_high__rc_high__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s002","ab_A3__r_high__rc_high__ph_peak__prog__exp_t000__s005","7","peak","high","high","100.0","100.0","100","100","100","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","100.0","100.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 65.0, ""mean_day_minutes"": 39.0, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 2.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 273.0}","ab_A3__r_high__rc_low__ph_base","None","None","11.54","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0137","ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s005","ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s001","7","base","high","low","75.5","74.0","76","76","74","1.5","google/gemma-3-4b-it","None","None","None","75.5","74.0","1.5","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 86.0, ""mean_day_minutes"": 37.0, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 1.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 259.0}","ab_A3__r_high__rc_low__ph_base","None","None","9.64","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0138","ab_A3__r_high__rc_low__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s004","ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s013","7","base","high","low","80.8","79.0","81","81","79","1.8","Qwen/Qwen2.5-7B-Instruct","None","None","None","80.8","79.0","1.8","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 18.0, ""mean_day_minutes"": 9.571, ""n_active_days"": 0.0, ""n_hard_days"": 2.0, ""n_long_runs"": 0.0, ""n_quality_days"": 2.0, ""n_rest_days"": 0.0, ""total_minutes"": 67.0}","ab_A3__r_high__rc_low__ph_base","None","None","9.891","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0139","ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s001","ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019","7","base","high","low","84.0","84.0","84","84","84","0.0","google/gemma-3-4b-it","None","None","None","84.0","84.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 63.0, ""mean_day_minutes"": 29.429, ""n_active_days"": 1.0, ""n_hard_days"": 0.0, ""n_long_runs"": 2.0, ""n_quality_days"": 0.0, ""n_rest_days"": 1.0, ""total_minutes"": 206.0}","ab_A3__r_high__rc_low__ph_base","None","None","12.969","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0140","ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003","ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s009","7","base","high","low","84.0","84.0","84","84","84","0.0","google/gemma-3-4b-it","None","None","None","84.0","84.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 13.0, ""mean_day_minutes"": 16.286, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 114.0}","ab_A3__r_high__rc_low__ph_base","None","None","2.866","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0141","ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002","ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s017","7","base","high","low","87.0","87.0","87","87","87","0.0","google/gemma-3-4b-it","None","None","None","87.0","87.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 30.0, ""mean_day_minutes"": 0.143, ""n_active_days"": 1.0, ""n_hard_days"": 1.0, ""n_long_runs"": 1.0, ""n_quality_days"": 1.0, ""n_rest_days"": 1.0, ""total_minutes"": 1.0}","ab_A3__r_high__rc_low__ph_base","None","None","9.623","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0142","ab_A3__r_high__rc_low__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s003","ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s002","7","base","high","low","88.429","88.286","88","88","88","0.143","Qwen/Qwen2.5-7B-Instruct","None","None","None","88.429","88.286","0.143","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 15.0, ""mean_day_minutes"": 7.0, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 49.0}","ab_A3__r_high__rc_low__ph_base","None","None","1.42","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0143","ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s000","ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s005","7","base","high","low","92.0","92.0","92","92","92","0.0","google/gemma-3-4b-it","None","None","None","92.0","92.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 56.0, ""mean_day_minutes"": 39.714, ""n_active_days"": 2.0, ""n_hard_days"": 1.0, ""n_long_runs"": 3.0, ""n_quality_days"": 1.0, ""n_rest_days"": 2.0, ""total_minutes"": 278.0}","ab_A3__r_high__rc_low__ph_peak","None","None","23.474","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0144","ab_A3__r_high__rc_low__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s000","ab_A3__r_high__rc_low__ph_peak__prog__exp_t000__s015","7","peak","high","low","81.0","80.714","81","81","81","0.286","google/gemma-3-4b-it","None","None","None","81.0","80.714","0.286","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 5.0, ""mean_day_minutes"": 16.429, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 115.0}","ab_A3__r_high__rc_low__ph_peak","None","None","2.729","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0145","ab_A3__r_high__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s000","ab_A3__r_high__rc_low__ph_peak__prog__exp_t000__s017","7","peak","high","low","87.0","87.0","87","87","87","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","87.0","87.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 22.0, ""mean_day_minutes"": 8.143, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 57.0}","ab_A3__r_high__rc_low__ph_peak","None","None","1.743","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0146","ab_A3__r_high__rc_low__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s001","ab_A3__r_high__rc_low__ph_peak__prog__exp_t000__s019","7","peak","high","low","84.0","84.0","84","84","84","0.0","google/gemma-3-4b-it","None","None","None","84.0","84.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 3.0, ""mean_day_minutes"": 2.143, ""n_active_days"": 1.0, ""n_hard_days"": 2.0, ""n_long_runs"": 0.0, ""n_quality_days"": 2.0, ""n_rest_days"": 1.0, ""total_minutes"": 15.0}","ab_A3__r_high__rc_low__ph_peak","None","None","11.403","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0147","ab_A3__r_high__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s002","ab_A3__r_high__rc_low__ph_peak__prog__exp_t000__s006","7","peak","high","low","87.0","87.0","87","87","87","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","87.0","87.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 30.0, ""mean_day_minutes"": 10.143, ""n_active_days"": 0.0, ""n_hard_days"": 2.0, ""n_long_runs"": 0.0, ""n_quality_days"": 2.0, ""n_rest_days"": 0.0, ""total_minutes"": 71.0}","ab_A3__r_high__rc_low__ph_peak","None","None","10.223","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0148","ab_A3__r_high__rc_low__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s003","ab_A3__r_high__rc_low__ph_peak__prog__exp_t000__s000","7","peak","high","low","84.0","84.0","84","84","84","0.0","google/gemma-3-4b-it","None","None","None","84.0","84.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 30.0, ""mean_day_minutes"": 7.286, ""n_active_days"": 0.0, ""n_hard_days"": 1.0, ""n_long_runs"": 1.0, ""n_quality_days"": 1.0, ""n_rest_days"": 0.0, ""total_minutes"": 51.0}","ab_A3__r_high__rc_low__ph_peak","None","None","7.766","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0149","ab_A3__r_high__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s004","ab_A3__r_high__rc_low__ph_peak__prog__exp_t000__s002","7","peak","high","low","87.0","86.143","87","87","86","0.857","Qwen/Qwen2.5-7B-Instruct","None","None","None","87.0","86.143","0.857","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 27.0, ""mean_day_minutes"": 28.571, ""n_active_days"": 1.0, ""n_hard_days"": 0.0, ""n_long_runs"": 1.0, ""n_quality_days"": 0.0, ""n_rest_days"": 1.0, ""total_minutes"": 200.0}","ab_A3__r_high__rc_low__ph_peak","None","None","10.111","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0150","ab_A3__r_high__rc_low__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s006","ab_A3__r_high__rc_low__ph_peak__prog__exp_t000__s003","7","peak","high","low","84.0","83.429","84","84","83","0.571","google/gemma-3-4b-it","None","None","None","84.0","83.429","0.571","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 6.0, ""mean_day_minutes"": 14.143, ""n_active_days"": 1.0, ""n_hard_days"": 1.0, ""n_long_runs"": 2.0, ""n_quality_days"": 1.0, ""n_rest_days"": 1.0, ""total_minutes"": 99.0}","ab_A3__r_high__rc_low__ph_peak","None","None","13.383","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0151","ab_A3__r_high__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s005","ab_A3__r_high__rc_low__ph_peak__prog__exp_t000__s011","7","peak","high","low","87.0","89.0","87","87","89","2.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","87.0","89.0","2.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 14.0, ""mean_day_minutes"": 15.429, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 108.0}","ab_A3__r_high__rc_low__ph_peak","None","None","2.749","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0152","ab_A3__r_high__rc_low__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s002","ab_A3__r_high__rc_low__ph_peak__prog__exp_t000__s014","7","peak","high","low","95.0","95.0","95","95","95","0.0","google/gemma-3-4b-it","None","None","None","95.0","95.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 54.0, ""mean_day_minutes"": 21.143, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 148.0}","ab_A3__r_high__rc_low__ph_peak","None","None","4.463","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0153","ab_A3__r_high__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s001","ab_A3__r_high__rc_low__ph_peak__prog__exp_t000__s018","7","peak","high","low","95.0","95.0","95","95","95","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","95.0","95.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 63.0, ""mean_day_minutes"": 18.286, ""n_active_days"": 1.0, ""n_hard_days"": 0.0, ""n_long_runs"": 2.0, ""n_quality_days"": 0.0, ""n_rest_days"": 1.0, ""total_minutes"": 128.0}","ab_A3__r_low__rc_high__ph_base","None","None","11.186","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0154","ab_A3__r_low__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s004","ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s008","7","base","low","high","84.0","84.0","84","84","84","0.0","google/gemma-3-4b-it","None","None","None","84.0","84.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 63.0, ""mean_day_minutes"": 1.571, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 11.0}","ab_A3__r_low__rc_high__ph_base","None","None","1.511","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0155","ab_A3__r_low__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s003","ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s019","7","base","low","high","92.0","92.0","92","92","92","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","92.0","92.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 2.0, ""mean_day_minutes"": 10.0, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 70.0}","ab_A3__r_low__rc_high__ph_base","None","None","1.64","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0156","ab_A3__r_low__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s001","ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s006","7","base","low","high","87.0","87.0","87","87","87","0.0","google/gemma-3-4b-it","None","None","None","87.0","87.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 8.0, ""mean_day_minutes"": 0.0, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 0.0}","ab_A3__r_low__rc_high__ph_base","None","None","0.16","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0157","ab_A3__r_low__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s001","ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s021","7","base","low","high","95.0","95.0","95","95","95","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","95.0","95.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 33.0, ""mean_day_minutes"": 16.286, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 114.0}","ab_A3__r_low__rc_high__ph_base","None","None","3.266","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0158","ab_A3__r_low__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s006","ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s018","7","base","low","high","87.0","87.0","87","87","87","0.0","google/gemma-3-4b-it","None","None","None","87.0","87.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 16.0, ""mean_day_minutes"": 5.143, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 36.0}","ab_A3__r_low__rc_high__ph_base","None","None","1.143","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0159","ab_A3__r_low__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s004","ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s017","7","base","low","high","95.0","95.0","95","95","95","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","95.0","95.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 52.0, ""mean_day_minutes"": 8.857, ""n_active_days"": 0.0, ""n_hard_days"": 1.0, ""n_long_runs"": 1.0, ""n_quality_days"": 1.0, ""n_rest_days"": 0.0, ""total_minutes"": 62.0}","ab_A3__r_low__rc_high__ph_base","None","None","8.457","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0160","ab_A3__r_low__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s328","ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s020","7","base","low","high","87.0","87.0","87","87","87","0.0","google/gemma-3-4b-it","None","None","None","87.0","87.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 7.0, ""mean_day_minutes"": 2.714, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 19.0}","ab_A3__r_low__rc_high__ph_base","None","None","0.574","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0161","ab_A3__r_low__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s005","ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s013","7","base","low","high","95.0","95.0","95","95","95","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","95.0","95.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 6.0, ""mean_day_minutes"": 4.857, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 34.0}","ab_A3__r_low__rc_high__ph_base","None","None","0.897","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0162","ab_A3__r_low__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s000","ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s014","7","base","low","high","95.0","95.0","95","95","95","0.0","google/gemma-3-4b-it","None","None","None","95.0","95.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 9.0, ""mean_day_minutes"": 6.429, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 45.0}","ab_A3__r_low__rc_high__ph_base","None","None","1.209","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0163","ab_A3__r_low__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s008","ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s016","7","base","low","high","95.0","95.0","95","95","95","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","95.0","95.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 18.0, ""mean_day_minutes"": 6.571, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 46.0}","ab_A3__r_low__rc_high__ph_peak","None","None","1.411","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0164","ab_A3__r_low__rc_high__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s001","ab_A3__r_low__rc_high__ph_peak__prog__exp_t000__s006","7","peak","low","high","87.0","87.0","87","87","87","0.0","google/gemma-3-4b-it","None","None","None","87.0","87.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 2.0, ""mean_day_minutes"": 0.571, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 4.0}","ab_A3__r_low__rc_high__ph_peak","None","None","0.131","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0165","ab_A3__r_low__rc_high__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s001","ab_A3__r_low__rc_high__ph_peak__prog__exp_t000__s019","7","peak","low","high","92.0","92.0","92","92","92","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","92.0","92.0","0.0","structural_score_v1.0.0"
