arm,athlete_band,fixture_id,max_day_minutes,mean_day_minutes,n_active_days,n_hard_days,n_long_runs,n_quality_days,n_rest_days,plan_days,plan_id,plan_path,race_phase,readiness,recovery_capability,score,session_signature,source_family,source_leaks,source_model,structural_score,structural_score_version,style,style_n_citations,style_n_claim_attributions,style_n_data_notes,style_purpose_chars,style_title_chars,style_workout_chars,total_minutes,violations
"programmatic","A3","ab_A3__r_high__rc_low__ph_peak","61.0","41.42857142857143","6.0","2.0","0.0","2.0","1.0","7","ab_A3__r_high__rc_low__ph_peak__prog__exp_t000__s013","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_high__rc_low__ph_peak__prog__exp_t000__s013.json","peak","high","low","79.0","aerobic:61:0:0|cross:61:0:0|intervals:55:0:1|strength:31:0:0|intervals:59:0:1|cross:23:0:0|rest:0:1:0","programmatic","[]","None","79.0","structural_score_v1.0.0","trailrunning","22.0","1.0","4.0","305.0","97.0","304.0","290.0","[""missing_long_run"", ""too_few_rest_days"", ""too_many_hard_days""]"
"programmatic","A3","ab_A3__r_high__rc_low__ph_peak","106.0","48.857142857142854","6.0","1.0","1.0","1.0","1.0","7","ab_A3__r_high__rc_low__ph_peak__prog__exp_t000__s014","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_high__rc_low__ph_peak__prog__exp_t000__s014.json","peak","high","low","95.0","rest:0:1:0|easy:57:0:0|easy:37:0:0|strength:31:0:0|aerobic:52:0:0|long:106:0:0|tempo:59:0:1","programmatic","[]","None","95.0","structural_score_v1.0.0","trailrunning","23.0","6.0","3.0","355.0","72.0","293.0","342.0","[""too_few_rest_days""]"
"programmatic","A3","ab_A3__r_high__rc_low__ph_peak","64.0","25.857142857142858","4.0","1.0","0.0","1.0","3.0","7","ab_A3__r_high__rc_low__ph_peak__prog__exp_t000__s015","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_high__rc_low__ph_peak__prog__exp_t000__s015.json","peak","high","low","80.714","easy:42:0:0|rest:0:1:0|easy:33:0:0|rest:0:1:0|easy:64:0:0|rest:0:1:0|intervals:42:0:1","programmatic","[]","None","80.714","structural_score_v1.0.0","trailrunning","9.0","4.0","3.0","315.0","65.0","274.0","181.0","[""missing_long_run"", ""weekly_load_outside_fixture_band""]"
"programmatic","A3","ab_A3__r_high__rc_low__ph_peak","56.0","34.857142857142854","6.0","2.0","0.0","2.0","1.0","7","ab_A3__r_high__rc_low__ph_peak__prog__exp_t000__s016","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_high__rc_low__ph_peak__prog__exp_t000__s016.json","peak","high","low","76.714","easy:43:0:0|tempo:49:0:1|strength:34:0:0|aerobic:56:0:0|hills:42:0:1|strength:20:0:0|rest:0:1:0","programmatic","[]","None","76.714","structural_score_v1.0.0","trailrunning","22.0","1.0","5.0","358.0","84.0","292.0","244.0","[""missing_long_run"", ""too_few_rest_days"", ""too_many_hard_days"", ""weekly_load_outside_fixture_band""]"
"programmatic","A3","ab_A3__r_high__rc_low__ph_peak","90.0","43.142857142857146","6.0","2.0","1.0","2.0","1.0","7","ab_A3__r_high__rc_low__ph_peak__prog__exp_t000__s017","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_high__rc_low__ph_peak__prog__exp_t000__s017.json","peak","high","low","87.0","aerobic:55:0:0|hills:45:0:1|easy:57:0:0|easy:20:0:0|hills:35:0:1|long:90:0:0|rest:0:1:0","programmatic","[]","None","87.0","structural_score_v1.0.0","trailrunning","11.0","6.0","6.0","335.0","67.0","306.0","302.0","[""too_few_rest_days"", ""too_many_hard_days""]"
"programmatic","A3","ab_A3__r_high__rc_low__ph_peak","91.0","44.42857142857143","6.0","1.0","1.0","1.0","1.0","7","ab_A3__r_high__rc_low__ph_peak__prog__exp_t000__s018","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_high__rc_low__ph_peak__prog__exp_t000__s018.json","peak","high","low","95.0","cross:48:0:0|easy:37:0:0|intervals:49:0:1|long:91:0:0|cross:50:0:0|easy:36:0:0|rest:0:1:0","programmatic","[]","None","95.0","structural_score_v1.0.0","trailrunning","17.0","7.0","3.0","314.0","77.0","294.0","311.0","[""too_few_rest_days""]"
"programmatic","A3","ab_A3__r_high__rc_low__ph_peak","98.0","50.42857142857143","6.0","2.0","2.0","2.0","1.0","7","ab_A3__r_high__rc_low__ph_peak__prog__exp_t000__s019","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_high__rc_low__ph_peak__prog__exp_t000__s019.json","peak","high","low","84.0","tempo:45:0:1|easy:41:0:0|rest:0:1:0|easy:31:0:0|long:91:0:0|tempo:47:0:1|long:98:0:0","programmatic","[]","None","84.0","structural_score_v1.0.0","trailrunning","18.0","5.0","4.0","367.0","66.0","299.0","353.0","[""multiple_long_runs"", ""too_few_rest_days"", ""too_many_hard_days""]"
"programmatic","A3","ab_A3__r_high__rc_low__ph_peak","68.0","48.857142857142854","6.0","2.0","0.0","2.0","1.0","7","ab_A3__r_high__rc_low__ph_peak__prog__exp_t000__s020","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_high__rc_low__ph_peak__prog__exp_t000__s020.json","peak","high","low","79.0","aerobic:64:0:0|cross:58:0:0|intervals:52:0:1|aerobic:68:0:0|rest:0:1:0|intervals:49:0:1|easy:51:0:0","programmatic","[]","None","79.0","structural_score_v1.0.0","trailrunning","4.0","5.0","3.0","310.0","86.0","315.0","342.0","[""missing_long_run"", ""too_few_rest_days"", ""too_many_hard_days""]"
"llm","A3","ab_A3__r_high__rc_low__ph_peak","85.0","59.57142857142857","6.0","2.0","1.0","2.0","1.0","7","ab_A3__r_high__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s000","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_high__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s000.json","peak","high","low","87.0","long:59:0:0|tempo:64:0:1|aerobic:76:0:0|cross:72:0:0|rest:0:1:0|strength:61:0:0|intervals:85:0:1","qwen","[]","Qwen/Qwen2.5-7B-Instruct","87.0","structural_score_v1.0.0","trailrunning","12.0","8.0","6.0","349.0","82.0","329.0","417.0","[""too_few_rest_days"", ""too_many_hard_days""]"
"llm","A3","ab_A3__r_high__rc_low__ph_peak","145.0","65.57142857142857","6.0","1.0","1.0","1.0","1.0","7","ab_A3__r_high__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s001","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_high__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s001.json","peak","high","low","95.0","rest:0:1:0|easy:62:0:0|easy:30:0:0|tempo:72:0:1|long:145:0:0|cross:120:0:0|easy:30:0:0","qwen","[]","Qwen/Qwen2.5-7B-Instruct","95.0","structural_score_v1.0.0","trailrunning","19.0","8.0","3.0","217.0","63.0","224.0","459.0","[""too_few_rest_days""]"
"llm","A3","ab_A3__r_high__rc_low__ph_peak","105.0","45.0","5.0","2.0","1.0","2.0","2.0","7","ab_A3__r_high__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s002","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_high__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s002.json","peak","high","low","87.0","rest:0:1:0|long:105:0:0|tempo:60:0:1|intervals:45:0:1|strength:45:0:0|aerobic:60:0:0|rest:0:1:0","qwen","[]","Qwen/Qwen2.5-7B-Instruct","87.0","structural_score_v1.0.0","trailrunning","12.0","8.0","3.0","448.0","76.0","339.0","315.0","[""hard_days_too_close"", ""too_many_hard_days""]"
"llm","A3","ab_A3__r_high__rc_low__ph_peak","145.0","62.57142857142857","5.0","2.0","1.0","2.0","2.0","7","ab_A3__r_high__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s003","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_high__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s003.json","peak","high","low","92.0","rest:0:1:0|easy:64:0:0|easy:76:0:0|tempo:72:0:1|long:145:0:0|intervals:81:0:1|rest:0:1:0","qwen","[]","Qwen/Qwen2.5-7B-Instruct","92.0","structural_score_v1.0.0","trailrunning","12.0","14.0","3.0","794.0","65.0","267.0","438.0","[""too_many_hard_days""]"
"llm","A3","ab_A3__r_high__rc_low__ph_peak","90.0","38.57142857142857","5.0","2.0","1.0","2.0","2.0","7","ab_A3__r_high__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s004","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_high__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s004.json","peak","high","low","87.0","rest:0:1:0|long:90:0:0|tempo:60:0:1|intervals:45:0:1|aerobic:45:0:0|rest:0:1:0|strength:30:0:0","qwen","[]","Qwen/Qwen2.5-7B-Instruct","87.0","structural_score_v1.0.0","trailrunning","7.0","8.0","6.0","374.0","76.0","290.0","270.0","[""hard_days_too_close"", ""too_many_hard_days""]"
"llm","A3","ab_A3__r_high__rc_low__ph_peak","96.0","47.57142857142857","5.0","2.0","1.0","2.0","2.0","7","ab_A3__r_high__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s005","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_high__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s005.json","peak","high","low","87.0","rest:0:1:0|long:96:0:0|tempo:72:0:1|intervals:60:0:1|strength:45:0:0|aerobic:60:0:0|rest:0:1:0","qwen","[]","Qwen/Qwen2.5-7B-Instruct","87.0","structural_score_v1.0.0","trailrunning","13.0","8.0","3.0","477.0","76.0","264.0","333.0","[""hard_days_too_close"", ""too_many_hard_days""]"
"llm","A3","ab_A3__r_low__rc_high__ph_base","120.0","55.714285714285715","6.0","1.0","1.0","1.0","1.0","7","ab_A3__r_low__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s000","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_low__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s000.json","base","low","high","95.0","easy:30:0:0|hills:75:0:1|easy:60:0:0|long:120:0:0|easy:45:0:0|rest:0:1:0|easy:60:0:0","gemma","[]","google/gemma-3-4b-it","95.0","structural_score_v1.0.0","trailrunning","6.0","12.0","3.0","434.0","60.0","156.0","390.0","[""too_few_rest_days""]"
"llm","A3","ab_A3__r_low__rc_high__ph_base","120.0","55.714285714285715","6.0","0.0","1.0","0.0","1.0","7","ab_A3__r_low__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s001","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_low__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s001.json","base","low","high","87.0","easy:30:0:0|easy:60:0:0|easy:60:0:0|long:120:0:0|rest:0:1:0|easy:60:0:0|easy:60:0:0","gemma","[]","google/gemma-3-4b-it","87.0","structural_score_v1.0.0","trailrunning","6.0","15.0","3.0","515.0","56.0","242.0","390.0","[""too_few_hard_days"", ""too_few_rest_days""]"
"llm","A3","ab_A3__r_low__rc_high__ph_base","120.0","55.714285714285715","6.0","1.0","1.0","1.0","1.0","7","ab_A3__r_low__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_low__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002.json","base","low","high","95.0","easy:30:0:0|hills:75:0:1|easy:60:0:0|long:120:0:0|easy:45:0:0|rest:0:1:0|easy:60:0:0","gemma","[]","google/gemma-3-4b-it","95.0","structural_score_v1.0.0","trailrunning","7.0","17.0","4.0","1093.0","60.0","184.0","390.0","[""too_few_rest_days""]"
"llm","A3","ab_A3__r_low__rc_high__ph_base","135.0","55.714285714285715","6.0","0.0","2.0","0.0","1.0","7","ab_A3__r_low__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s004","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_low__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s004.json","base","low","high","84.0","long:120:0:0|easy:30:0:0|strength:30:0:0|easy:30:0:0|rest:0:1:0|long:135:0:0|easy:45:0:0","gemma","[]","google/gemma-3-4b-it","84.0","structural_score_v1.0.0","trailrunning","5.0","15.0","3.0","881.0","64.0","177.0","390.0","[""multiple_long_runs"", ""too_few_hard_days"", ""too_few_rest_days""]"
"llm","A3","ab_A3__r_low__rc_high__ph_base","120.0","55.714285714285715","6.0","0.0","1.0","0.0","1.0","7","ab_A3__r_low__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s006","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_low__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s006.json","base","low","high","87.0","easy:30:0:0|easy:60:0:0|easy:60:0:0|easy:60:0:0|rest:0:1:0|long:120:0:0|easy:60:0:0","gemma","[]","google/gemma-3-4b-it","87.0","structural_score_v1.0.0","trailrunning","9.0","14.0","3.0","398.0","56.0","225.0","390.0","[""too_few_hard_days"", ""too_few_rest_days""]"
"llm","A3","ab_A3__r_low__rc_high__ph_base","120.0","55.714285714285715","6.0","0.0","1.0","0.0","1.0","7","ab_A3__r_low__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s328","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_low__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s328.json","base","low","high","87.0","easy:30:0:0|easy:60:0:0|easy:60:0:0|long:120:0:0|rest:0:1:0|easy:60:0:0|easy:60:0:0","gemma","[]","google/gemma-3-4b-it","87.0","structural_score_v1.0.0","trailrunning","16.0","14.0","3.0","1152.0","56.0","179.0","390.0","[""too_few_hard_days"", ""too_few_rest_days""]"
"programmatic","A3","ab_A3__r_low__rc_high__ph_base","118.0","55.714285714285715","6.0","0.0","3.0","0.0","1.0","7","ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s000","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s000.json","base","low","high","81.0","long:80:0:0|long:112:0:0|long:118:0:0|easy:30:0:0|rest:0:1:0|strength:20:0:0|aerobic:30:0:0","programmatic","[]","None","81.0","structural_score_v1.0.0","trailrunning","9.0","7.0","3.0","332.0","67.0","296.0","390.0","[""multiple_long_runs"", ""too_few_hard_days"", ""too_few_rest_days""]"
"programmatic","A3","ab_A3__r_low__rc_high__ph_base","70.0","34.57142857142857","6.0","1.0","0.0","1.0","1.0","7","ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s001","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s001.json","base","low","high","87.0","rest:0:1:0|easy:22:0:0|aerobic:48:0:0|hills:70:0:1|easy:34:0:0|easy:20:0:0|aerobic:48:0:0","programmatic","[]","None","87.0","structural_score_v1.0.0","trailrunning","7.0","8.0","3.0","338.0","66.0","301.0","242.0","[""missing_long_run"", ""too_few_rest_days""]"
"programmatic","A3","ab_A3__r_low__rc_high__ph_base","60.0","30.571428571428573","5.0","1.0","0.0","1.0","2.0","7","ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s002","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s002.json","base","low","high","88.286","aerobic:35:0:0|cross:60:0:0|rest:0:1:0|rest:0:1:0|cross:29:0:0|easy:41:0:0|tempo:49:0:1","programmatic","[]","None","88.286","structural_score_v1.0.0","trailrunning","9.0","9.0","3.0","324.0","76.0","284.0","214.0","[""missing_long_run"", ""weekly_load_outside_fixture_band""]"
"programmatic","A3","ab_A3__r_low__rc_high__ph_base","58.0","25.285714285714285","4.0","0.0","0.0","0.0","3.0","7","ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s004","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s004.json","base","low","high","75.0","easy:48:0:0|rest:0:1:0|easy:51:0:0|rest:0:1:0|rest:0:1:0|cross:58:0:0|strength:20:0:0","programmatic","[]","None","75.0","structural_score_v1.0.0","trailrunning","8.0","11.0","3.0","315.0","70.0","259.0","177.0","[""missing_long_run"", ""too_few_hard_days"", ""weekly_load_outside_fixture_band""]"
"programmatic","A3","ab_A3__r_low__rc_high__ph_base","122.0","45.714285714285715","6.0","0.0","1.0","0.0","1.0","7","ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s006","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s006.json","base","low","high","87.0","aerobic:31:0:0|easy:40:0:0|aerobic:65:0:0|strength:28:0:0|rest:0:1:0|long:122:0:0|easy:34:0:0","programmatic","[]","None","87.0","structural_score_v1.0.0","trailrunning","4.0","7.0","3.0","337.0","70.0","294.0","320.0","[""too_few_hard_days"", ""too_few_rest_days""]"
"programmatic","A3","ab_A3__r_low__rc_high__ph_base","50.0","19.714285714285715","4.0","1.0","0.0","1.0","3.0","7","ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s007","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s007.json","base","low","high","77.429","easy:20:0:0|rest:0:1:0|aerobic:50:0:0|rest:0:1:0|cross:31:0:0|tempo:37:0:1|rest:0:1:0","programmatic","[]","None","77.429","structural_score_v1.0.0","trailrunning","7.0","9.0","3.0","322.0","70.0","276.0","138.0","[""missing_long_run"", ""weekly_load_outside_fixture_band""]"
"programmatic","A3","ab_A3__r_low__rc_high__ph_base","72.0","37.42857142857143","5.0","0.0","0.0","0.0","2.0","7","ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s008","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s008.json","base","low","high","84.0","easy:48:0:0|easy:39:0:0|rest:0:1:0|easy:43:0:0|rest:0:1:0|cross:60:0:0|aerobic:72:0:0","programmatic","[]","None","84.0","structural_score_v1.0.0","trailrunning","9.0","8.0","3.0","322.0","65.0","278.0","262.0","[""missing_long_run"", ""too_few_hard_days""]"
"programmatic","A3","ab_A3__r_low__rc_high__ph_base","120.0","50.57142857142857","6.0","1.0","2.0","1.0","1.0","7","ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s010","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s010.json","base","low","high","92.0","tempo:39:0:1|easy:36:0:0|long:89:0:0|long:120:0:0|easy:50:0:0|cross:20:0:0|rest:0:1:0","programmatic","[]","None","92.0","structural_score_v1.0.0","trailrunning","9.0","3.0","3.0","343.0","67.0","294.0","354.0","[""multiple_long_runs"", ""too_few_rest_days""]"
"programmatic","A3","ab_A3__r_low__rc_high__ph_base","100.0","55.714285714285715","6.0","1.0","3.0","1.0","1.0","7","ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s011","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s011.json","base","low","high","89.0","long:99:0:0|aerobic:30:0:0|long:100:0:0|hills:45:0:1|easy:30:0:0|rest:0:1:0|long:86:0:0","programmatic","[]","None","89.0","structural_score_v1.0.0","trailrunning","9.0","9.0","3.0","328.0","63.0","307.0","390.0","[""multiple_long_runs"", ""too_few_rest_days""]"
"programmatic","A3","ab_A3__r_low__rc_high__ph_base","107.0","37.142857142857146","5.0","0.0","1.0","0.0","2.0","7","ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s012","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s012.json","base","low","high","92.0","easy:37:0:0|cross:48:0:0|easy:47:0:0|rest:0:1:0|rest:0:1:0|long:107:0:0|easy:21:0:0","programmatic","[]","None","92.0","structural_score_v1.0.0","trailrunning","9.0","6.0","3.0","322.0","62.0","276.0","260.0","[""too_few_hard_days""]"
"programmatic","A3","ab_A3__r_low__rc_high__ph_base","107.0","53.0","6.0","1.0","1.0","1.0","1.0","7","ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s013","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s013.json","base","low","high","95.0","aerobic:74:0:0|easy:27:0:0|intervals:47:0:1|long:107:0:0|strength:34:0:0|aerobic:82:0:0|rest:0:1:0","programmatic","[]","None","95.0","structural_score_v1.0.0","trailrunning","6.0","7.0","3.0","327.0","79.0","305.0","371.0","[""too_few_rest_days""]"
"programmatic","A3","ab_A3__r_low__rc_high__ph_base","126.0","50.857142857142854","6.0","1.0","1.0","1.0","1.0","7","ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s014","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s014.json","base","low","high","95.0","rest:0:1:0|easy:57:0:0|easy:37:0:0|strength:31:0:0|aerobic:52:0:0|long:126:0:0|tempo:53:0:1","programmatic","[]","None","95.0","structural_score_v1.0.0","trailrunning","9.0","9.0","3.0","355.0","72.0","293.0","356.0","[""too_few_rest_days""]"
"programmatic","A3","ab_A3__r_low__rc_high__ph_base","87.0","32.285714285714285","4.0","0.0","1.0","0.0","3.0","7","ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s015","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s015.json","base","low","high","90.0","easy:42:0:0|rest:0:1:0|easy:33:0:0|rest:0:1:0|easy:64:0:0|rest:0:1:0|long:87:0:0","programmatic","[]","None","90.0","structural_score_v1.0.0","trailrunning","9.0","10.0","3.0","320.0","56.0","267.0","226.0","[""too_few_hard_days"", ""weekly_load_outside_fixture_band""]"
"programmatic","A3","ab_A3__r_low__rc_high__ph_base","67.0","41.42857142857143","6.0","1.0","1.0","1.0","1.0","7","ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s016","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s016.json","base","low","high","95.0","easy:43:0:0|aerobic:43:0:0|strength:34:0:0|aerobic:56:0:0|hills:47:0:1|long:67:0:0|rest:0:1:0","programmatic","[]","None","95.0","structural_score_v1.0.0","trailrunning","12.0","9.0","3.0","334.0","74.0","301.0","290.0","[""too_few_rest_days""]"
"programmatic","A3","ab_A3__r_low__rc_high__ph_base","74.0","42.0","6.0","1.0","1.0","1.0","1.0","7","ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s017","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s017.json","base","low","high","95.0","aerobic:61:0:0|hills:51:0:1|easy:57:0:0|easy:20:0:0|long:74:0:0|easy:31:0:0|rest:0:1:0","programmatic","[]","None","95.0","structural_score_v1.0.0","trailrunning","6.0","7.0","3.0","338.0","63.0","298.0","294.0","[""too_few_rest_days""]"
"programmatic","A3","ab_A3__r_low__rc_high__ph_base","87.0","39.42857142857143","6.0","0.0","1.0","0.0","1.0","7","ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s018","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s018.json","base","low","high","87.0","cross:48:0:0|easy:37:0:0|aerobic:24:0:0|strength:34:0:0|long:87:0:0|easy:46:0:0|rest:0:1:0","programmatic","[]","None","87.0","structural_score_v1.0.0","trailrunning","9.0","7.0","3.0","331.0","73.0","286.0","276.0","[""too_few_hard_days"", ""too_few_rest_days""]"
"programmatic","A3","ab_A3__r_low__rc_high__ph_base","117.0","54.142857142857146","6.0","1.0","2.0","1.0","1.0","7","ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s019","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s019.json","base","low","high","92.0","aerobic:40:0:0|easy:41:0:0|rest:0:1:0|easy:31:0:0|long:109:0:0|tempo:41:0:1|long:117:0:0","programmatic","[]","None","92.0","structural_score_v1.0.0","trailrunning","9.0","7.0","6.0","349.0","64.0","302.0","379.0","[""multiple_long_runs"", ""too_few_rest_days""]"
"programmatic","A3","ab_A3__r_low__rc_high__ph_base","68.0","46.857142857142854","6.0","1.0","0.0","1.0","1.0","7","ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s020","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s020.json","base","low","high","87.0","aerobic:64:0:0|cross:58:0:0|aerobic:45:0:0|aerobic:68:0:0|rest:0:1:0|intervals:42:0:1|easy:51:0:0","programmatic","[]","None","87.0","structural_score_v1.0.0","trailrunning","8.0","7.0","3.0","315.0","80.0","311.0","328.0","[""missing_long_run"", ""too_few_rest_days""]"
"programmatic","A3","ab_A3__r_low__rc_high__ph_base","128.0","55.714285714285715","6.0","1.0","1.0","1.0","1.0","7","ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s021","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s021.json","base","low","high","95.0","rest:0:1:0|easy:48:0:0|easy:35:0:0|easy:69:0:0|intervals:46:0:1|long:128:0:0|aerobic:64:0:0","programmatic","[]","None","95.0","structural_score_v1.0.0","trailrunning","9.0","7.0","3.0","331.0","68.0","302.0","390.0","[""too_few_rest_days""]"
"programmatic","A3","ab_A3__r_low__rc_high__ph_base","90.0","26.571428571428573","4.0","0.0","1.0","0.0","3.0","7","ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s022","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s022.json","base","low","high","84.286","easy:20:0:0|rest:0:1:0|rest:0:1:0|long:90:0:0|cross:44:0:0|rest:0:1:0|strength:32:0:0","programmatic","[]","None","84.286","structural_score_v1.0.0","trailrunning","8.0","13.0","5.0","310.0","70.0","263.0","186.0","[""too_few_hard_days"", ""weekly_load_outside_fixture_band""]"
"llm","A3","ab_A3__r_low__rc_high__ph_base","105.0","55.714285714285715","5.0","1.0","1.0","1.0","2.0","7","ab_A3__r_low__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s000","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A3__r_low__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s000.json","base","low","high","100.0","rest:0:1:0|long:105:0:0|aerobic:60:0:0|tempo:60:0:1|rest:0:1:0|aerobic:90:0:0|aerobic:75:0:0","qwen","[]","Qwen/Qwen2.5-7B-Instruct","100.0","structural_score_v1.0.0","trailrunning","7.0","17.0","3.0","456.0","66.0","275.0","390.0","[]"
